name,canonical_name,target_type
Dharmavaram,"Dharmavaram,Dharmavaram,Andhra Pradesh,India",City
Wankaner,"Wankaner,Wankaner,Gujarat,India",City
Hindupuram,"Hindupuram,Andhra Pradesh,India",City
Nere,"Nere,Maharashtra,India",City
Gauribidanur,"Gauribidanur,Karnataka,India",Neighborhood
Kadiri,"Kadiri,Kadiri,Andhra Pradesh,India",City
Tadipatri,"Tadipatri,Andhra Pradesh,India",City
Kainsir,"Kainsir,Odisha,India",City
Nandyala,"Nandyala,Andhra Pradesh,India",City
Perumanna Klari Gramapanchayat,"Perumanna Klari Gramapanchayat,Kerala,India",City
Pullur,"Pullur,Telangana,India",City
Sompura,"Sompura,Karnataka,India",City
Bhadravathi,"Bhadravathi,Bhadravathi,Karnataka,India",City
Palase,"Palase,Maharashtra,India",City
Kundapura,"Kundapura,Kundapura,Karnataka,India",City
Melila,"Melila,Kerala,India",City
Bramavara,"Bramavara,Karnataka,India",City
Nidubrolu,"Nidubrolu,Andhra Pradesh,India",City
Navelim Village,"Navelim Village,Goa,India",City
Bhind,"Bhind,Bhind,Madhya Pradesh,India",City
Cortalim,"Cortalim,Goa,India",City
Kodur,"Kodur,Andhra Pradesh,India",City
Ella,"Ella,Goa,India",City
Rayachoty,"Rayachoty,Andhra Pradesh,India",City
Kasimkota,"Kasimkota,Andhra Pradesh,India",City
Chimbel,"Chimbel,Goa,India",City
Araria,"Araria,Araria,Bihar,India",City
Neugi Nagar,"Neugi Nagar,Goa,India",City
Babhaleshwar,"Babhaleshwar,Maharashtra,India",City
Calangute,"Calangute,Goa,India",City
Thrikkalathoor,"Thrikkalathoor,Kerala,India",City
Mormugao,"Mormugao,Goa,India",City
Krishnareddi Thagelu,"Krishnareddi Thagelu,Andhra Pradesh,India",City
Baga,"Baga,Goa,India",City
Dhanupura,"Dhanupura,Uttar Pradesh,India",City
Saligao,"Saligao,Goa,India",City
Pilibhit,"Pilibhit,Pilibhit,Uttar Pradesh,India",City
Shiroli,"Shiroli,Maharashtra,India",City
Dongargaon,"Dongargaon,Maharashtra,India",City
Vathar Tarf Vadgaon,"Vathar Tarf Vadgaon,Maharashtra,India",City
Jaysingpur,"Jaysingpur,Maharashtra,India",City
Pirwadi,"Pirwadi,Maharashtra,India",City
Dhangarwadi,"Dhangarwadi,Maharashtra,India",City
Khandala,"Khandala,Khandala,Maharashtra,India",City
Khadewadi,"Khadewadi,Maharashtra,India",City
Vadgaon,"Vadgaon,Maharashtra,India",City
Talegaon Dabhade,"Talegaon Dabhade,Maharashtra,India",City
Mahalunge,"Mahalunge,Maharashtra,India",City
Sunarwadi,"Sunarwadi,Maharashtra,India",City
Nanekarwadi,"Nanekarwadi,Maharashtra,India",Neighborhood
Koregaon Bhima,"Koregaon Bhima,Maharashtra,India",City
Autadwadi Handewadi,"Autadwadi Handewadi,Maharashtra,India",Neighborhood
Virobawadi,"Virobawadi,Maharashtra,India",City
Boripardhi,"Boripardhi,Maharashtra,India",City
Baramati,"Baramati,Baramati,Maharashtra,India",City
Mohol,"Mohol,Mohol,Maharashtra,India",City
Kurduvadi,"Kurduvadi,Maharashtra,India",City
Bagalkote,"Bagalkote,Karnataka,India",City
Wadi ACC,"Wadi ACC,Karnataka,India",City
Yerravalli,"Yerravalli,Telangana,India",City
Lakkaram,"Lakkaram,Telangana,India",City
Lingoji Guda,"Lingoji Guda,Telangana,India",City
Golla Guda Rural,"Golla Guda Rural,Telangana,India",City
Bhuvanagiri,"Bhuvanagiri,Telangana,India",City
Bibinagar,"Bibinagar,Bibinagar,Telangana,India",City
Ghatkesar,"Ghatkesar,Ghatkesar,Telangana,India",City
Kandlakoya,"Kandlakoya,Telangana,India",City
Dundigal,"Dundigal,Telangana,India",City
Kaziguda,"Kaziguda,Telangana,India",City
Himayath Sagar,"Himayath Sagar,Telangana,India",City
Turkayamjal,"Turkayamjal,Telangana,India",City
Manneguda,"Manneguda,Telangana,India",City
Sreenagar,"Sreenagar,Telangana,India",City
Ibrahimpatnam,"Ibrahimpatnam,Telangana,India",City
Pashambanda,"Pashambanda,Telangana,India",City
Gandiguda,"Gandiguda,Telangana,India",Neighborhood
Farooqnagar,"Farooqnagar,Telangana,India",City
Siddipet,"Siddipet,Telangana,India",City
Ibrahimpur,"Ibrahimpur,Telangana,India",City
Ghanpur,"Ghanpur,Telangana,India",City
Armur,"Armur,Armur,Telangana,India",City
Bidar,"Bidar,Bidar,Karnataka,India",City
Ballarpur,"Ballarpur,Ballarpur,Maharashtra,India",City
Hinganghat,"Hinganghat,Hinganghat,Maharashtra,India",City
Yavatmal,"Yavatmal,Yavatmal,Maharashtra,India",City
Wardha,"Wardha,Wardha,Maharashtra,India",City
Butibori,"Butibori,Maharashtra,India",City
Bori,"Bori,Maharashtra,India",City
Jalna,"Jalna,Jalna,Maharashtra,India",City
Wadgaon Kolhati,"Wadgaon Kolhati,Maharashtra,India",City
Manmad,"Manmad,Maharashtra,India",City
Sawali Vihir Bk.,"Sawali Vihir Bk.,Maharashtra,India",City
Nagapur,"Nagapur,Maharashtra,India",City
Palwe Kh.,"Palwe Kh.,Maharashtra,India",Neighborhood
Ghulewadi,"Ghulewadi,Maharashtra,India",City
Narayangaon,"Narayangaon,Maharashtra,India",City
Igatpuri,"Igatpuri,Igatpuri,Maharashtra,India",City
Ghoti Budruk,"Ghoti Budruk,Maharashtra,India",City
Khambale,"Khambale,Maharashtra,India",City
Kasara Khu.,"Kasara Khu.,Maharashtra,India",City
Pipodara,"Pipodara,Gujarat,India",City
Kim,"Kim,Gujarat,India",City
Kosamba,"Kosamba,Gujarat,India",City
Dhamdod,"Dhamdod,Gujarat,India",City
Valthan,"Valthan,Gujarat,India",City
Haripura,"Haripura,Gujarat,India",City
Khadsad,"Khadsad,Gujarat,India",City
Kamrej,"Kamrej,Kamrej,Gujarat,India",Neighborhood
Amboli,"Amboli,Gujarat,India",City
Choryasi,"Choryasi,Gujarat,India",City
Pardi,"Pardi,Gujarat,India",City
Un,"Un,Gujarat,India",City
Kansad,"Kansad,Gujarat,India",City
Mahuvar,"Mahuvar,Gujarat,India",City
Baleshwar,"Baleshwar,Gujarat,India",City
Tidhara,"Tidhara,Gujarat,India",City
Marwad,"Marwad,Dadra and Nagar Haveli and Daman and Diu,India",City
Chikhli,"Chikhli,Chikhli,Gujarat,India",City
Thala,"Thala,Gujarat,India",City
Rajwada,"Rajwada,Gujarat,India",City
Saphale,"Saphale,Maharashtra,India",City
Manor,"Manor,Maharashtra,India",City
Palghar,"Palghar,Palghar,Maharashtra,India",City
Ambivli,"Ambivli,Maharashtra,India",City
Padgha,"Padgha,Maharashtra,India",City
Vasind,"Vasind,Maharashtra,India",City
Navghar,"Navghar,Maharashtra,India",Neighborhood
Shirsad,"Shirsad,Maharashtra,India",City
Dhaniv,"Dhaniv,Maharashtra,India",City
sativli,"sativli,Maharashtra,India",Neighborhood
Pelhar,"Pelhar,Maharashtra,India",Neighborhood
Sasunavghar,"Sasunavghar,Maharashtra,India",Neighborhood
Kumbhivali,"Kumbhivali,Maharashtra,India",City
Madap,"Madap,Maharashtra,India",City
Ambivali T. Tungartan,"Ambivali T. Tungartan,Maharashtra,India",City
Kon,"Kon,Maharashtra,India",Neighborhood
Karjat,"Karjat,Karjat,Maharashtra,India",City
Khopoli,"Khopoli,Maharashtra,India",City
Dahivati Tarf Boreti,"Dahivati Tarf Boreti,Maharashtra,India",City
Rajnandgaon,"Rajnandgaon,Chhattisgarh,India",City
Loni,"Loni,Uttar Pradesh,India",Neighborhood
Serampore,"Serampore,West Bengal,India",Neighborhood
Madhyamgram,"Madhyamgram,West Bengal,India",Neighborhood
Panvel,"Panvel,Panvel,Maharashtra,India",Neighborhood
Ganganagar,"Ganganagar,Karnataka,India",Neighborhood
Hastsal,"Hastsal,Delhi,India",Neighborhood
Kulti,"Kulti,West Bengal,India",City
Dahegam,"Dahegam,Gujarat,India",City
Alamcode,"Alamcode,Kerala,India",City
Chemancheri,"Chemancheri,Kerala,India",City
Saktigarh,"Saktigarh,West Bengal,India",City
Khaira,"Khaira,Maharashtra,India",City
Rangia,"Rangia,Assam,India",City
Alur,"Alur,Tamil Nadu,India",City
Venganoor,"Venganoor,Kerala,India",City
Panchgani,"Panchgani,Maharashtra,India",City
Venkatapuram,"Venkatapuram,Tamil Nadu,India",City
Vangaon,"Vangaon,Maharashtra,India",City
Mharal Bk,"Mharal Bk,Maharashtra,India",City
Babina,"Babina,Uttar Pradesh,India",City
Venniyour,"Venniyour,Kerala,India",City
Balugaon,"Balugaon,Odisha,India",City
Karakambadi Rural,"Karakambadi Rural,Andhra Pradesh,India",City
Thonnakkal,"Thonnakkal,Kerala,India",City
Deoguradia,"Deoguradia,Madhya Pradesh,India",City
Sharah Kajani,"Sharah Kajani,Rajasthan,India",City
Baripada,"Baripada,Odisha,India",City
Tonk,"Tonk,Tonk,Rajasthan,India",City
Rampura Phul,"Rampura Phul,Rampura Phul,Punjab,India",City
Warasgaon,"Warasgaon,Maharashtra,India",City
Bilaspur,"Bilaspur,Bilaspur,Himachal Pradesh,India",City
Vagator,"Vagator,Goa,India",City
Manarcadu,"Manarcadu,Kerala,India",City
Iringal,"Iringal,Kerala,India",City
Kalaparru,"Kalaparru,Andhra Pradesh,India",City
Manjalloor,"Manjalloor,Kerala,India",City
Pothencode,"Pothencode,Kerala,India",City
Wadapally,"Wadapally,Telangana,India",City
Yerpadu,"Yerpadu,Andhra Pradesh,India",City
Diamond Harbour,"Diamond Harbour,Diamond Harbour,West Bengal,India",City
Nandakumar,"Nandakumar,West Bengal,India",City
Siolim,"Siolim,Goa,India",City
Kumily,"Kumily,Kerala,India",City
Dehu,"Dehu,Maharashtra,India",City
Mutsandra,"Mutsandra,Karnataka,India",City
Yellareddy Guda,"Yellareddy Guda,Telangana,India",City
Veleru,"Veleru,Andhra Pradesh,India",City
Navalpattu,"Navalpattu,Tamil Nadu,India",City
Machilipatnam,"Machilipatnam,Machilipatnam,Andhra Pradesh,India",City
Walajapet,"Walajapet,Walajapet,Tamil Nadu,India",City
Aikaranad North,"Aikaranad North,Kerala,India",City
Jitu,"Jitu,West Bengal,India",City
Govindgarh,"Govindgarh,Rajasthan,India",City
Velloor,"Velloor,Kerala,India",City
Mannoor,"Mannoor,Kerala,India",City
Pileru,"Pileru,Pileru,Andhra Pradesh,India",Neighborhood
Doddasiddavvanahalli,"Doddasiddavvanahalli,Karnataka,India",City
Thokottu,"Thokottu,Karnataka,India",City
Bihta,"Bihta,Bihar,India",City
Mohania,"Mohania,Bihar,India",City
Varamballi,"Varamballi,Karnataka,India",City
Janjgir,"Janjgir,Chhattisgarh,India",City
Purnia,"Purnia,Bihar,India",City
Sahibzada Ajit Singh Nagar,"Sahibzada Ajit Singh Nagar,Punjab,India",City
Firozpur,"Firozpur,Punjab,India",City
Pune International Airport,"Pune International Airport,Maharashtra,India",Airport
Indira Gandhi International Airport (Delhi Airport),"Indira Gandhi International Airport (Delhi Airport),Delhi,India",Airport
Kempegowda International Airport Bengaluru,"Kempegowda International Airport Bengaluru,Karnataka,India",Airport
Rajamahendravaram,"Rajamahendravaram,Andhra Pradesh,India",City
Gurugram,"Gurugram,Haryana,India",City
Dadra and Nagar Haveli and Daman and Diu,"Dadra and Nagar Haveli and Daman and Diu,India",Union Territory
Jalgaon,"Jalgaon,Nashik Division,Maharashtra,India",City
Prayagraj,"Prayagraj,Uttar Pradesh,India",City
Belagavi,"Belagavi,Karnataka,India",City
Chhatrapati Shivaji Maharaj International Airport,"Chhatrapati Shivaji Maharaj International Airport,Maharashtra,India",Airport
Vasai-Virar,"Vasai-Virar,Maharashtra,India",City
Vapi,"Vapi,Gujarat,India",Municipality
Vellore,"Vellore,Tamil Nadu,India",Municipality
Siliguri,"Siliguri,West Bengal,India",Municipality
Korba,"Korba,Chhattisgarh,India",Municipality
Vadodara,"Vadodara,Gujarat,India",Municipality
Bhiwandi,"Bhiwandi,Maharashtra,India",Municipality
Haldwani,"Haldwani,Uttarakhand,India",Municipality
Hosur,"Hosur,Tamil Nadu,India",Municipality
Navsari,"Navsari,Gujarat,India",Municipality
Aurangabad,"Aurangabad,Maharashtra,India",Municipality
Kurnool,"Kurnool,Andhra Pradesh,India",Municipality
Erode,"Erode,Tamil Nadu,India",Municipality
Thane,"Thane,Maharashtra,India",Municipality
Baddi,"Baddi,Himachal Pradesh,India",Municipality
Sangrur,"Sangrur,Punjab,India",Municipality
Chittoor,"Chittoor,Andhra Pradesh,India",Municipality
Meerut,"Meerut,Uttar Pradesh,India",Municipality
Mysuru,"Mysuru,Karnataka,India",Municipality
Nashik,"Nashik,Maharashtra,India",Municipality
Silchar,"Silchar,Assam,India",Municipality
Nagpur,"Nagpur,Maharashtra,India",Municipality
Nadiad,"Nadiad,Gujarat,India",Municipality
Barnala,"Barnala,Punjab,India",Municipality
Jamnagar,"Jamnagar,Gujarat,India",Municipality
Chengannur,"Chengannur,Kerala,India",Municipality
Rohtak,"Rohtak,Haryana,India",Municipality
Ghaziabad,"Ghaziabad,Uttar Pradesh,India",Municipality
Alwar,"Alwar,Rajasthan,India",Municipality
Patiala,"Patiala,Punjab,India",Municipality
Thiruvananthapuram,"Thiruvananthapuram,Kerala,India",Municipality
Jaipur,"Jaipur,Rajasthan,India",Municipality
Bhavnagar,"Bhavnagar,Gujarat,India",Municipality
Ajmer,"Ajmer,Rajasthan,India",Municipality
Dehradun,"Dehradun,Uttarakhand,India",Municipality
Salem,"Salem,Tamil Nadu,India",Municipality
Bareilly,"Bareilly,Uttar Pradesh,India",Municipality
Kalyan,"Kalyan,Maharashtra,India",Municipality
Karimnagar,"Karimnagar,Telangana,India",Municipality
Haridwar,"Haridwar,Uttarakhand,India",Municipality
Bhimavaram,"Bhimavaram,Andhra Pradesh,India",Municipality
Dhule,"Dhule,Maharashtra,India",Municipality
Kangra,"Kangra,Himachal Pradesh,India",Municipality
Kottayam,"Kottayam,Kerala,India",Municipality
Tirunelveli,"Tirunelveli,Tamil Nadu,India",Municipality
Unnao,"Unnao,Uttar Pradesh,India",Municipality
Lucknow,"Lucknow,Uttar Pradesh,India",Municipality
Ongole,"Ongole,Andhra Pradesh,India",Municipality
Shivamogga,"Shivamogga,Karnataka,India",Municipality
Kalaburagi,"Kalaburagi,Karnataka,India",Municipality
Samastipur,"Samastipur,Bihar,India",Municipality
Bilaspur,"Bilaspur,Chhattisgarh,India",Municipality
Faridabad,"Faridabad,Haryana,India",Municipality
Kollam,"Kollam,Kerala,India",Municipality
Latur,"Latur,Maharashtra,India",Municipality
Gandhidham,"Gandhidham,Gujarat,India",Municipality
Karur,"Karur,Tamil Nadu,India",Municipality
Dharwad,"Dharwad,Karnataka,India",Municipality
Secunderabad,"Secunderabad,Telangana,India",Municipality
Gandhinagar,"Gandhinagar,Gujarat,India",Municipality
Panipat,"Panipat,Haryana,India",Municipality
Rishikesh,"Rishikesh,Uttarakhand,India",Municipality
Indore,"Indore,Madhya Pradesh,India",Municipality
Sambalpur,"Sambalpur,Odisha,India",Municipality
Puducherry,"Puducherry,Puducherry,India",Municipality
Raigarh,"Raigarh,Chhattisgarh,India",Municipality
Jharsuguda,"Jharsuguda,Odisha,India",Municipality
Satara,"Satara,Maharashtra,India",Municipality
Varanasi,"Varanasi,Uttar Pradesh,India",Municipality
Roorkee,"Roorkee,Uttarakhand,India",Municipality
Durgapur,"Durgapur,West Bengal,India",Municipality
Kannur,"Kannur,Kerala,India",Municipality
Agra,"Agra,Uttar Pradesh,India",Municipality
Vijayapura,"Vijayapura,Karnataka,India",Municipality
Jabalpur,"Jabalpur,Madhya Pradesh,India",Municipality
Bhuj,"Bhuj,Gujarat,India",Municipality
Cuttack,"Cuttack,Odisha,India",Municipality
Jodhpur,"Jodhpur,Rajasthan,India",Municipality
Palakkad,"Palakkad,Kerala,India",Municipality
Moradabad,"Moradabad,Uttar Pradesh,India",Municipality
Sagar,"Sagar,Madhya Pradesh,India",Municipality
Sivakasi,"Sivakasi,Tamil Nadu,India",Municipality
Bharuch,"Bharuch,Gujarat,India",Municipality
Nanded,"Nanded,Maharashtra,India",Municipality
Eluru,"Eluru,Andhra Pradesh,India",Municipality
Virudhunagar,"Virudhunagar,Tamil Nadu,India",Municipality
Hisar,"Hisar,Haryana,India",Municipality
Bikaner,"Bikaner,Rajasthan,India",Municipality
Hoshiarpur,"Hoshiarpur,Punjab,India",Municipality
Jhansi,"Jhansi,Uttar Pradesh,India",Municipality
Sonipat,"Sonipat,Haryana,India",Municipality
Kozhikode,"Kozhikode,Kerala,India",Municipality
Durg,"Durg,Chhattisgarh,India",Municipality
Anand,"Anand,Gujarat,India",Municipality
Ranchi,"Ranchi,Jharkhand,India",Municipality
Udupi,"Udupi,Karnataka,India",Municipality
Nellore,"Nellore,Andhra Pradesh,India",Municipality
Raipur,"Raipur,Chhattisgarh,India",Municipality
Valsad,"Valsad,Gujarat,India",Municipality
Karnal,"Karnal,Haryana,India",Municipality
Thanjavur,"Thanjavur,Tamil Nadu,India",Municipality
Rajkot,"Rajkot,Gujarat,India",Municipality
Ballari,"Ballari,Karnataka,India",Municipality
Brahmapur,"Brahmapur,Odisha,India",Municipality
Mathura,"Mathura,Uttar Pradesh,India",Municipality
Bathinda,"Bathinda,Punjab,India",Municipality
Sangagiri,"Sangagiri,Tamil Nadu,India",City
Sirsai,"Sirsai,Goa,India",City
Pilern,"Pilern,Goa,India",City
Santhacruz,"Santhacruz,Goa,India",City
Sankval,"Sankval,Goa,India",City
Nagve,"Nagve,Goa,India",City
Naveli,"Naveli,Goa,India",City
Talasari,"Talasari,Maharashtra,India",Municipality
Asgaon,"Asgaon,Goa,India",City
Vasco Da Gama,"Vasco Da Gama,Goa,India",City
Madgaon,"Madgaon,Goa,India",City
Baingini,"Baingini,Goa,India",City
Perinthalmanna,"Perinthalmanna,Kerala,India",City
Penha de Franc,"Penha de Franc,Goa,India",City
Kalol,"Kalol,Gujarat,India",City
Baikunthpur,"Baikunthpur,Chhattisgarh,India",City
Keshod,"Keshod,Gujarat,India",Municipality
Mangrol,"Mangrol,Gujarat,India",Municipality
Tadepalle,"Tadepalle,Andhra Pradesh,India",Municipality
Deoli,"Deoli,Maharashtra,India",Municipality
Baikunthpur,"Baikunthpur,Chhattisgarh,India",Municipality
Narayanpur,"Narayanpur,Telangana,India",Municipality
Mandla,"Mandla,Jabalpur Division,Madhya Pradesh,India",Municipality
Gangavaram,"Gangavaram,Andhra Pradesh,India",Municipality
Elamanchili,"Elamanchili,Andhra Pradesh,India",Municipality
Kalol,"Kalol,Gujarat,India",Municipality
Gangavaram,"Gangavaram,Andhra Pradesh,India",Municipality
Tenkasi,"Tenkasi,Tamil Nadu,India",Municipality
Elamanchili,"Elamanchili,Andhra Pradesh,India",Municipality
Tenkasi,"Tenkasi,Tamil Nadu,India",Municipality
Berla,"Berla,Rajasthan,India",City
Rajpur,"Rajpur,Gujarat,India",City
Rajpur,"Rajpur,Gujarat,India",City
Basna,"Basna,Rajasthan,India",City
Basna,"Basna,Rajasthan,India",City
Narayanpur,"Narayanpur,Gwalior Division,Madhya Pradesh,India",City
Berla,"Berla,Rajasthan,India",City
Narayanpur,"Narayanpur,Sagar Division,Madhya Pradesh,India",City
Narayanpur,"Narayanpur,Gwalior Division,Madhya Pradesh,India",City
Narayanpur,"Narayanpur,Sagar Division,Madhya Pradesh,India",City
Narayanpur,"Narayanpur,Uttar Pradesh,India",City
Narayanpur,"Narayanpur,Prayagraj Division,Uttar Pradesh,India",City
Narayanpur,"Narayanpur,Prayagraj Division,Uttar Pradesh,India",City
Narayanpur,"Narayanpur,Uttar Pradesh,India",City
Nagri,"Nagri,Jharkhand,India",City
Nagri,"Nagri,Jharkhand,India",City
Narayanpur,"Narayanpur,Karnataka,India",City
Narayanpur,"Narayanpur,Karnataka,India",City
Khargone,"Khargone,Madhya Pradesh,India",City
Rampuria,"Rampuria,Madhya Pradesh,India",City
Rengali,"Rengali,Odisha,India",City
Dholi,"Dholi,Gujarat,India",City
Ladpura,"Ladpura,Madhya Pradesh,India",City
Mangrol,"Mangrol,Gujarat,India",City
Rampuria,"Rampuria,Madhya Pradesh,India",City
Ladpura,"Ladpura,Madhya Pradesh,India",City
Khargone,"Khargone,Madhya Pradesh,India",City
Lahar,"Lahar,Madhya Pradesh,India",City
Deoli,"Deoli,Ujjain Division,Madhya Pradesh,India",City
Deoli,"Deoli,Indore Division,Madhya Pradesh,India",City
Mandla,"Mandla,Jabalpur Division,Madhya Pradesh,India",City
Deoli,"Deoli,Maharashtra,India",City
Keshod,"Keshod,Gujarat,India",City
Dholi,"Dholi,Gujarat,India",City
Deoli,"Deoli,Indore Division,Madhya Pradesh,India",City
Deoli,"Deoli,Ujjain Division,Madhya Pradesh,India",City
Sunabeda,"Sunabeda,Odisha,India",City
Rengali,"Rengali,Odisha,India",City
Sunabeda,"Sunabeda,Odisha,India",City
Lahar,"Lahar,Madhya Pradesh,India",City
Kalol,"Kalol,Gujarat,India",Municipality
Mangrol,"Mangrol,Gujarat,India",Municipality
Baikunthpur,"Baikunthpur,Chhattisgarh,India",City
Rajpur,"Rajpur,Gujarat,India",City
Rajpur,"Rajpur,Gujarat,India",City
Basna,"Basna,Rajasthan,India",City
Berla,"Berla,Rajasthan,India",City
Narayanpur,"Narayanpur,Gwalior Division,Madhya Pradesh,India",City
Narayanpur,"Narayanpur,Sagar Division,Madhya Pradesh,India",City
Narayanpur,"Narayanpur,Uttar Pradesh,India",City
Narayanpur,"Narayanpur,Prayagraj Division,Uttar Pradesh,India",City
Narayanpur,"Narayanpur,Uttar Pradesh,India",City
Narayanpur,"Narayanpur,Karnataka,India",City
Mangrol,"Mangrol,Gujarat,India",City
Dholi,"Dholi,Gujarat,India",City
Dholi,"Dholi,Gujarat,India",City
Ladpura,"Ladpura,Madhya Pradesh,India",City
Keshod,"Keshod,Gujarat,India",City
Rengali,"Rengali,Odisha,India",City
Rampuria,"Rampuria,Madhya Pradesh,India",City
Mandla,"Mandla,Jabalpur Division,Madhya Pradesh,India",City
Rengali,"Rengali,Odisha,India",City
Deoli,"Deoli,Maharashtra,India",City
Deoli,"Deoli,Indore Division,Madhya Pradesh,India",City
Deoli,"Deoli,Ujjain Division,Madhya Pradesh,India",City
Sunabeda,"Sunabeda,Odisha,India",City
Lahar,"Lahar,Madhya Pradesh,India",City
Khargone,"Khargone,Madhya Pradesh,India",City
Kalol,"Kalol,Gujarat,India",City
Rajpur,"Rajpur,Gujarat,India",City
Rajpur,"Rajpur,Gujarat,India",City
Mangrol,"Mangrol,Gujarat,India",City
Dholi,"Dholi,Gujarat,India",City
Rengali,"Rengali,Odisha,India",City
Rengali,"Rengali,Odisha,India",City
Rengali,"Rengali,Odisha,India",City
Tadepalle,"Tadepalle,Andhra Pradesh,India",City
Tadepalle,"Tadepalle,Andhra Pradesh,India",City
Amrapali Leisure Valley,"Amrapali Leisure Valley,Uttar Pradesh,India",City
Nacharam,"Nacharam,Telangana,India",City
Shankar Vihar,"Shankar Vihar,Delhi,India",City
Raj Ghat,"Raj Ghat,Delhi,India",City
Nallagandla,"Nallagandla,Telangana,India",City
Balagere,"Balagere,Karnataka,India",City
Devasthanagalu,"Devasthanagalu,Karnataka,India",Neighborhood
Gnana Bharathi,"Gnana Bharathi,Karnataka,India",City
Sus,"Sus,Maharashtra,India",City
Manapakkam,"Manapakkam,Tamil Nadu,India",City
Seawoods,"Seawoods,Maharashtra,India",City
Pimple Nilakh,"Pimple Nilakh,Maharashtra,India",City
Rayasandra,"Rayasandra,Karnataka,India",City
Yamuna Bank,"Yamuna Bank,Delhi,India",City
Central Delhi,"Central Delhi,Delhi,India",District
Kancheepuram,"Kancheepuram,Tamil Nadu,India",District
South Delhi,"South Delhi,Delhi,India",District
West Delhi,"West Delhi,Delhi,India",District
North West Delhi,"North West Delhi,Delhi,India",District
East Delhi,"East Delhi,Delhi,India",District
Rangareddy,"Rangareddy,Telangana,India",District
Shahdara,"Shahdara,Delhi,India",District
Sholinganallur,"Sholinganallur,Tamil Nadu,India",City
Ahmadabad,"Ahmadabad,Gujarat,India",Municipality
Katraj,"Katraj,Maharashtra,India",City
Ravet,"Ravet,Maharashtra,India",City
Nizampet,"Nizampet,Telangana,India",City
