name,canonical_name,target_type
Jaladanki,"Jaladanki,Andhra Pradesh,India",Municipality
Marshaghai,"Marshaghai,Odisha,India",Municipality
Gantyada,"Gantyada,Andhra Pradesh,India",Municipality
Udaipur,"Udaipur,Tripura,India",Municipality
Kalasapadu,"Kalasapadu,Andhra Pradesh,India",Municipality
Kalyani,"Kalyani,West Bengal,India",Municipality
Indri,"Indri,Haryana,India",Municipality
Kalamnuri,"Kalamnuri,Maharashtra,India",Municipality
Agali,"Agali,Andhra Pradesh,India",Municipality
Poladpur,"Poladpur,Maharashtra,India",Municipality
Sehore,"Sehore,Madhya Pradesh,India",Municipality
Gadarpur,"Gadarpur,Uttarakhand,India",Municipality
Dhanwada,"Dhanwada,Telangana,India",Municipality
Dhira,"Dhira,Himachal Pradesh,India",Municipality
Gummagatta,"Gummagatta,Andhra Pradesh,India",Municipality
Korchi,"Korchi,Maharashtra,India",Municipality
Chipurupalle,"Chipurupalle,Andhra Pradesh,India",Municipality
Padmapur,"Padmapur,Odisha,India",Municipality
Kotari,"Kotari,Rajasthan,India",Municipality
Iluppur,"Iluppur,Tamil Nadu,India",Municipality
Veldanda,"Veldanda,Telangana,India",Municipality
Krishnarujpet,"Krishnarujpet,Karnataka,India",Municipality
Jhanduta,"Jhanduta,Himachal Pradesh,India",Municipality
Sarangapur,"Sarangapur,Telangana,India",Municipality
Kheda,"Kheda,Gujarat,India",Municipality
Pilibanga,"Pilibanga,Rajasthan,India",Municipality
Denduluru,"Denduluru,Andhra Pradesh,India",Municipality
Vidapanakallu,"Vidapanakallu,Andhra Pradesh,India",Municipality
Mallapur,"Mallapur,Telangana,India",Municipality
Kusumi,"Kusumi,Odisha,India",Municipality
Gop,"Gop,Odisha,India",Municipality
Narela,"Narela,Delhi,India",Municipality
Mahmara Circle,"Mahmara Circle,Assam,India",Municipality
Chimakurti,"Chimakurti,Andhra Pradesh,India",Municipality
Pondi Uproda,"Pondi Uproda,Chhattisgarh,India",Municipality
Kharagwan,"Kharagwan,Chhattisgarh,India",Municipality
Domakonda,"Domakonda,Telangana,India",Municipality
Jaithari,"Jaithari,Madhya Pradesh,India",Municipality
Tiruvottiyur,"Tiruvottiyur,Tamil Nadu,India",Municipality
Litipara,"Litipara,Jharkhand,India",Municipality
Rampur,"Rampur,Himachal Pradesh,India",Municipality
Datia,"Datia,Madhya Pradesh,India",Municipality
Burhanpur,"Burhanpur,Uttar Pradesh,India",Municipality
Ichchapuram,"Ichchapuram,Andhra Pradesh,India",Municipality
Champawat,"Champawat,Uttarakhand,India",Municipality
Santalpur,"Santalpur,Gujarat,India",Municipality
Dharmanagar,"Dharmanagar,Tripura,India",Municipality
Pappireddipatti,"Pappireddipatti,Tamil Nadu,India",Municipality
Hailakandi,"Hailakandi,Assam,India",Municipality
Bhor,"Bhor,Maharashtra,India",Municipality
Civil Lines,"Civil Lines,Delhi,India",Municipality
Hnahthial,"Hnahthial,Mizoram,India",Municipality
Pratap Nagar,"Pratap Nagar,Uttarakhand,India",Municipality
Parola,"Parola,Maharashtra,India",Municipality
Tiruppur North,"Tiruppur North,Tamil Nadu,India",Municipality
Veppanthattai,"Veppanthattai,Tamil Nadu,India",Municipality
Ashwaraopet,"Ashwaraopet,Telangana,India",Municipality
Milak,"Milak,Uttar Pradesh,India",Municipality
Nahan,"Nahan,Himachal Pradesh,India",Municipality
Nujendla,"Nujendla,Andhra Pradesh,India",Municipality
Rolugunta,"Rolugunta,Andhra Pradesh,India",Municipality
Dewas,"Dewas,Madhya Pradesh,India",Municipality
Siddapur,"Siddapur,Karnataka,India",Municipality
Srirangam,"Srirangam,Tamil Nadu,India",Municipality
Gajuvaka,"Gajuvaka,Andhra Pradesh,India",Municipality
Kankon,"Kankon,Goa,India",Municipality
Dediyapada,"Dediyapada,Gujarat,India",Municipality
Nirmali,"Nirmali,Bihar,India",Municipality
Giridih,"Giridih,Jharkhand,India",Municipality
Narva,"Narva,Telangana,India",Municipality
Yavatmal,"Yavatmal,Maharashtra,India",Municipality
Bhamragad,"Bhamragad,Maharashtra,India",Municipality
Jaswantnagar,"Jaswantnagar,Uttar Pradesh,India",Municipality
Akaltara,"Akaltara,Bilaspur Division,Chhattisgarh,India",Municipality
Kanha Chatti,"Kanha Chatti,Jharkhand,India",Municipality
Amarwara,"Amarwara,Madhya Pradesh,India",Municipality
Bagli,"Bagli,Madhya Pradesh,India",Municipality
Patapatnam,"Patapatnam,Andhra Pradesh,India",Municipality
Gonegandla,"Gonegandla,Andhra Pradesh,India",Municipality
Mahaban,"Mahaban,Uttar Pradesh,India",Municipality
Sorawn,"Sorawn,Uttar Pradesh,India",Municipality
Bankheri,"Bankheri,Madhya Pradesh,India",Municipality
Titabar Circle,"Titabar Circle,Assam,India",Municipality
Ranibennuru,"Ranibennuru,Karnataka,India",Municipality
Thiruvarur,"Thiruvarur,Tamil Nadu,India",Municipality
Paravada,"Paravada,Andhra Pradesh,India",Municipality
Shahdra,"Shahdra,Delhi,India",Municipality
Silvani,"Silvani,Madhya Pradesh,India",Municipality
Macherla,"Macherla,Andhra Pradesh,India",Municipality
Narsimhapur,"Narsimhapur,Madhya Pradesh,India",Municipality
Kosiyakutoli,"Kosiyakutoli,Uttarakhand,India",Municipality
Devadurga,"Devadurga,Karnataka,India",Municipality
Ateli,"Ateli,Haryana,India",Municipality
Bara,"Bara,Uttar Pradesh,India",Municipality
Mudigere,"Mudigere,Karnataka,India",Municipality
Badangi,"Badangi,Andhra Pradesh,India",Municipality
Zira,"Zira,Punjab,India",Municipality
Batiagarh,"Batiagarh,Madhya Pradesh,India",Municipality
Munger,"Munger,Bihar,India",Municipality
Nandod,"Nandod,Gujarat,India",Municipality
Budaun,"Budaun,Uttar Pradesh,India",Municipality
Mauganj,"Mauganj,Madhya Pradesh,India",Municipality
Turaiyur,"Turaiyur,Tamil Nadu,India",Municipality
Ambalapuzha,"Ambalapuzha,Kerala,India",Municipality
Shivampet,"Shivampet,Telangana,India",Municipality
Anjangaon-Surji,"Anjangaon-Surji,Maharashtra,India",Municipality
Bawani Khera,"Bawani Khera,Haryana,India",Municipality
Virapanaya,"Virapanaya,Andhra Pradesh,India",Municipality
Ghosi,"Ghosi,Uttar Pradesh,India",Municipality
Karon,"Karon,Jharkhand,India",Municipality
Didwana,"Didwana,Rajasthan,India",Municipality
Leej,"Leej,Telangana,India",Municipality
Samundrapur,"Samundrapur,Maharashtra,India",Municipality
Peddavaduguru,"Peddavaduguru,Andhra Pradesh,India",Municipality
Thandala,"Thandala,Madhya Pradesh,India",Municipality
Belthara Road,"Belthara Road,Uttar Pradesh,India",Municipality
Totlavalluru,"Totlavalluru,Andhra Pradesh,India",Municipality
Dabwali,"Dabwali,Haryana,India",Municipality
Junagadh City,"Junagadh City,Gujarat,India",Municipality
Allagadda,"Allagadda,Andhra Pradesh,India",Municipality
Tamarasserry,"Tamarasserry,Kerala,India",Municipality
Niwas,"Niwas,Madhya Pradesh,India",Municipality
Uthukuli,"Uthukuli,Tamil Nadu,India",Municipality
Amaravati,"Amaravati,Maharashtra,India",Municipality
Nandurbar,"Nandurbar,Maharashtra,India",Municipality
Hindoli,"Hindoli,Rajasthan,India",Municipality
Kangpokpi,"Kangpokpi,Manipur,India",Municipality
Mutharam,"Mutharam,Telangana,India",Municipality
Sukma,"Sukma,Chhattisgarh,India",Municipality
Baroh,"Baroh,Himachal Pradesh,India",Municipality
Bellamkonda,"Bellamkonda,Andhra Pradesh,India",Municipality
Katkamdag,"Katkamdag,Jharkhand,India",Municipality
Timmajipet,"Timmajipet,Telangana,India",Municipality
Chakia,"Chakia,Bihar,India",Municipality
Gangapurcity,"Gangapurcity,Rajasthan,India",Municipality
Addanki,"Addanki,Andhra Pradesh,India",Municipality
Nagarkurnool,"Nagarkurnool,Telangana,India",Municipality
Sankheda,"Sankheda,Gujarat,India",Municipality
Deesa,"Deesa,Gujarat,India",Municipality
Kajrat,"Kajrat,Maharashtra,India",Municipality
Zamania,"Zamania,Uttar Pradesh,India",Municipality
Chandrugonda,"Chandrugonda,Telangana,India",Municipality
Bisalpur,"Bisalpur,Uttar Pradesh,India",Municipality
Sira,"Sira,Karnataka,India",Municipality
Trimbakeshwar,"Trimbakeshwar,Maharashtra,India",Municipality
Similia,"Similia,Odisha,India",Municipality
Khergam,"Khergam,Gujarat,India",Municipality
Limbdi,"Limbdi,Gujarat,India",Municipality
Maharajgang,"Maharajgang,Bihar,India",Municipality
Sirsi,"Sirsi,Karnataka,India",Municipality
Matia Circle,"Matia Circle,Assam,India",Municipality
Maidukuru,"Maidukuru,Andhra Pradesh,India",Municipality
Wankaner,"Wankaner,Gujarat,India",Municipality
Harda,"Harda,Madhya Pradesh,India",Municipality
Srijangram Circle,"Srijangram Circle,Assam,India",Municipality
Kunnattunad,"Kunnattunad,Kerala,India",Municipality
Dhariyawad,"Dhariyawad,Rajasthan,India",Municipality
Hadiya,"Hadiya,Uttar Pradesh,India",Municipality
Kesli,"Kesli,Madhya Pradesh,India",Municipality
Badasahi,"Badasahi,Odisha,India",Municipality
Naugachhia,"Naugachhia,Bihar,India",Municipality
Ilayankudi,"Ilayankudi,Tamil Nadu,India",Municipality
Bangarapet,"Bangarapet,Karnataka,India",Municipality
Kosigi,"Kosigi,Andhra Pradesh,India",Municipality
Poreyahat,"Poreyahat,Jharkhand,India",Municipality
Peddamandyam,"Peddamandyam,Andhra Pradesh,India",Municipality
Gumia,"Gumia,Jharkhand,India",Municipality
Uniara,"Uniara,Rajasthan,India",Municipality
Bijaynagar,"Bijaynagar,Rajasthan,India",Municipality
Goreswar Circle,"Goreswar Circle,Assam,India",Municipality
Keredari,"Keredari,Jharkhand,India",Municipality
Bagbar Circle,"Bagbar Circle,Assam,India",Municipality
Piduguralla,"Piduguralla,Andhra Pradesh,India",Municipality
Morwa Hadaf,"Morwa Hadaf,Gujarat,India",Municipality
Ralegaon,"Ralegaon,Maharashtra,India",Municipality
Penukonda,"Penukonda,Andhra Pradesh,India",Municipality
Shahjahanpur,"Shahjahanpur,Uttar Pradesh,India",Municipality
Sattanapalle,"Sattanapalle,Andhra Pradesh,India",Municipality
Nelakondapalli,"Nelakondapalli,Telangana,India",Municipality
Sanguem,"Sanguem,Goa,India",Municipality
Palkot,"Palkot,Jharkhand,India",Municipality
Durgukondal,"Durgukondal,Chhattisgarh,India",Municipality
Matar,"Matar,Gujarat,India",Municipality
Bagha Purana,"Bagha Purana,Punjab,India",Municipality
Guna,"Guna,Madhya Pradesh,India",Municipality
Dhakuakhana,"Dhakuakhana,Assam,India",Municipality
Longleng,"Longleng,Nagaland,India",Municipality
Chauri Chaura,"Chauri Chaura,Uttar Pradesh,India",Municipality
Kanchikacherla,"Kanchikacherla,Andhra Pradesh,India",Municipality
Majbat Circle,"Majbat Circle,Assam,India",Municipality
Patan,"Patan,Gujarat,India",Municipality
Rangampeta,"Rangampeta,Andhra Pradesh,India",Municipality
Pedda Tippa Samudram,"Pedda Tippa Samudram,Andhra Pradesh,India",Municipality
Lanja,"Lanja,Maharashtra,India",Municipality
Betamcherla,"Betamcherla,Andhra Pradesh,India",Municipality
Tikari,"Tikari,Bihar,India",Municipality
Amrutaluru,"Amrutaluru,Andhra Pradesh,India",Municipality
Nepanagar,"Nepanagar,Madhya Pradesh,India",Municipality
Patiali,"Patiali,Uttar Pradesh,India",Municipality
Surajgarh,"Surajgarh,Rajasthan,India",Municipality
Dharur,"Dharur,Telangana,India",Municipality
Ernad,"Ernad,Kerala,India",Municipality
Udumbanchola,"Udumbanchola,Kerala,India",Municipality
Kuttanad,"Kuttanad,Kerala,India",Municipality
Indukurupeta,"Indukurupeta,Andhra Pradesh,India",Municipality
Kadana,"Kadana,Gujarat,India",Municipality
Duni,"Duni,Rajasthan,India",Municipality
Bangiriposi,"Bangiriposi,Odisha,India",Municipality
Karambakkudi,"Karambakkudi,Tamil Nadu,India",Municipality
Sitamau,"Sitamau,Madhya Pradesh,India",Municipality
Kadiri,"Kadiri,Andhra Pradesh,India",Municipality
Jind,"Jind,Haryana,India",Municipality
Evaruppal,"Evaruppal,Telangana,India",Municipality
Gharawal,"Gharawal,Uttar Pradesh,India",Municipality
Sanjeli,"Sanjeli,Gujarat,India",Municipality
Vasant Vihar,"Vasant Vihar,Delhi,India",Municipality
Athagarh,"Athagarh,Odisha,India",Municipality
Guduru,"Guduru,Andhra Pradesh,India",Municipality
Neredcherla,"Neredcherla,Telangana,India",Municipality
Mahwa,"Mahwa,Rajasthan,India",Municipality
Khategaon,"Khategaon,Madhya Pradesh,India",Municipality
Okha Mandal,"Okha Mandal,Gujarat,India",Municipality
Manawar,"Manawar,Madhya Pradesh,India",Municipality
Milkipur,"Milkipur,Uttar Pradesh,India",Municipality
Rajupalem,"Rajupalem,Andhra Pradesh,India",Municipality
Mandu,"Mandu,Jharkhand,India",Municipality
Kartikapalli,"Kartikapalli,Kerala,India",Municipality
Tiring,"Tiring,Odisha,India",Municipality
Bilara,"Bilara,Rajasthan,India",Municipality
Balrampur,"Balrampur,Devipatan Division,Uttar Pradesh,India",Municipality
Rajmahal,"Rajmahal,Jharkhand,India",Municipality
Mundgod,"Mundgod,Karnataka,India",Municipality
Jhanjharpur,"Jhanjharpur,Bihar,India",Municipality
Murtizapur,"Murtizapur,Maharashtra,India",Municipality
Piddawa,"Piddawa,Rajasthan,India",Municipality
Narwar,"Narwar,Madhya Pradesh,India",Municipality
Kunnattur,"Kunnattur,Kerala,India",Municipality
Balichauki,"Balichauki,Himachal Pradesh,India",Municipality
Dunda,"Dunda,Uttarakhand,India",Municipality
Marrigudem,"Marrigudem,Telangana,India",Municipality
Bhanjanagar,"Bhanjanagar,Odisha,India",Municipality
Raichur,"Raichur,Karnataka,India",Municipality
Mallappalli,"Mallappalli,Kerala,India",Municipality
Tirumakudalnarsipur,"Tirumakudalnarsipur,Karnataka,India",Municipality
Chikodi,"Chikodi,Karnataka,India",Municipality
Deoria,"Deoria,Uttar Pradesh,India",Municipality
Pathariya,"Pathariya,Chhattisgarh,India",Municipality
Tiloi,"Tiloi,Uttar Pradesh,India",Municipality
Bijawar,"Bijawar,Madhya Pradesh,India",Municipality
Balipatana,"Balipatana,Odisha,India",Municipality
Jatani,"Jatani,Odisha,India",Municipality
Khajipeta,"Khajipeta,Andhra Pradesh,India",Municipality
Serilingampalli,"Serilingampalli,Telangana,India",Municipality
Chunar,"Chunar,Uttar Pradesh,India",Municipality
Pansemal,"Pansemal,Madhya Pradesh,India",Municipality
Bilgram,"Bilgram,Uttar Pradesh,India",Municipality
Dhubri Circle (Part),"Dhubri Circle (Part),Assam,India",Municipality
Simhadripuram,"Simhadripuram,Andhra Pradesh,India",Municipality
Doravarisatram,"Doravarisatram,Andhra Pradesh,India",Municipality
Kilpennathur,"Kilpennathur,Tamil Nadu,India",Municipality
Srirampur,"Srirampur,West Bengal,India",Municipality
Safidon,"Safidon,Haryana,India",Municipality
Batala,"Batala,Punjab,India",Municipality
Vatsavai,"Vatsavai,Andhra Pradesh,India",Municipality
West Jorhat Circle,"West Jorhat Circle,Assam,India",Municipality
Seyochung,"Seyochung,Nagaland,India",Municipality
Bokardan,"Bokardan,Maharashtra,India",Municipality
Shahada,"Shahada,Maharashtra,India",Municipality
Noklak,"Noklak,Nagaland,India",Municipality
Aonla,"Aonla,Uttar Pradesh,India",Municipality
Gidhaur,"Gidhaur,Jharkhand,India",Municipality
Jawhar,"Jawhar,Maharashtra,India",Municipality
Daringibadi,"Daringibadi,Odisha,India",Municipality
Lepakshi,"Lepakshi,Andhra Pradesh,India",Municipality
Tuticorin,"Tuticorin,Tamil Nadu,India",Municipality
Chakulia,"Chakulia,Jharkhand,India",Municipality
Meghnagar,"Meghnagar,Madhya Pradesh,India",Municipality
Thottambedu,"Thottambedu,Andhra Pradesh,India",Municipality
Kunda,"Kunda,Uttar Pradesh,India",Municipality
Reni,"Reni,Rajasthan,India",Municipality
Bidhuna,"Bidhuna,Uttar Pradesh,India",Municipality
Palkonda,"Palkonda,Andhra Pradesh,India",Municipality
Mandangad,"Mandangad,Maharashtra,India",Municipality
Jobat,"Jobat,Madhya Pradesh,India",Municipality
Rewari,"Rewari,Haryana,India",Municipality
Wagidora,"Wagidora,Rajasthan,India",Municipality
Ratu,"Ratu,Jharkhand,India",Municipality
Vikarabad,"Vikarabad,Telangana,India",Municipality
Pandhana,"Pandhana,Madhya Pradesh,India",Municipality
Bagalkot,"Bagalkot,Karnataka,India",Municipality
Tiptur,"Tiptur,Karnataka,India",Municipality
Palam,"Palam,Maharashtra,India",Municipality
Dabra,"Dabra,Madhya Pradesh,India",Municipality
Kasom Khullen,"Kasom Khullen,Manipur,India",Municipality
Jalah Circle,"Jalah Circle,Assam,India",Municipality
Shahapur,"Shahapur,Maharashtra,India",Municipality
Mirganj,"Mirganj,Uttar Pradesh,India",Municipality
Hapur,"Hapur,Uttar Pradesh,India",Municipality
Kaisarganj,"Kaisarganj,Uttar Pradesh,India",Municipality
Boitamari Circle,"Boitamari Circle,Assam,India",Municipality
Baldeogarh,"Baldeogarh,Madhya Pradesh,India",Municipality
Shahpura,"Shahpura,Rajasthan,India",Municipality
Galteshwar,"Galteshwar,Gujarat,India",Municipality
Sepau,"Sepau,Rajasthan,India",Municipality
Sanwer,"Sanwer,Madhya Pradesh,India",Municipality
Bathalapalle,"Bathalapalle,Andhra Pradesh,India",Municipality
Sangammer,"Sangammer,Maharashtra,India",Municipality
Sujangarh,"Sujangarh,Rajasthan,India",Municipality
Paruchuru,"Paruchuru,Andhra Pradesh,India",Municipality
Gudur,"Gudur,Andhra Pradesh,India",Municipality
Shhganj,"Shhganj,Uttar Pradesh,India",Municipality
Nangal Rajawatan,"Nangal Rajawatan,Rajasthan,India",Municipality
Tezpur Circle,"Tezpur Circle,Assam,India",Municipality
Murbad,"Murbad,Maharashtra,India",Municipality
Hemagiri,"Hemagiri,Odisha,India",Municipality
Rajakhera,"Rajakhera,Rajasthan,India",Municipality
Anthiyur,"Anthiyur,Tamil Nadu,India",Municipality
Sami,"Sami,Gujarat,India",Municipality
Sagri,"Sagri,Uttar Pradesh,India",Municipality
Kodimudi,"Kodimudi,Tamil Nadu,India",Municipality
Jayal,"Jayal,Rajasthan,India",Municipality
Kanayannur,"Kanayannur,Kerala,India",Municipality
Owk,"Owk,Andhra Pradesh,India",Municipality
Bhadrak,"Bhadrak,Odisha,India",Municipality
Tiruvuru,"Tiruvuru,Andhra Pradesh,India",Municipality
Regonda,"Regonda,Telangana,India",Municipality
Pantran Patiala,"Pantran Patiala,Punjab,India",Municipality
Hansot,"Hansot,Gujarat,India",Municipality
Maklur,"Maklur,Telangana,India",Municipality
Biknur,"Biknur,Telangana,India",Municipality
Gandarvakottai,"Gandarvakottai,Tamil Nadu,India",Municipality
Hatta,"Hatta,Madhya Pradesh,India",Municipality
Suryapet,"Suryapet,Telangana,India",Municipality
Sangrampur,"Sangrampur,Maharashtra,India",Municipality
Annur,"Annur,Tamil Nadu,India",Municipality
Navalgund,"Navalgund,Karnataka,India",Municipality
Pungro,"Pungro,Nagaland,India",Municipality
Ramtek,"Ramtek,Maharashtra,India",Municipality
Sirvel,"Sirvel,Andhra Pradesh,India",Municipality
Pupri,"Pupri,Bihar,India",Municipality
Dibrugarh West Circle,"Dibrugarh West Circle,Assam,India",Municipality
Untari Road,"Untari Road,Jharkhand,India",Municipality
Merta,"Merta,Rajasthan,India",Municipality
Kurichedu,"Kurichedu,Andhra Pradesh,India",Municipality
Ballarpur,"Ballarpur,Maharashtra,India",Municipality
Peint,"Peint,Maharashtra,India",Municipality
Mandvi,"Mandvi,Gujarat,India",Municipality
Sarthebari,"Sarthebari,Assam,India",Municipality
Chomu,"Chomu,Rajasthan,India",Municipality
Anantagiri,"Anantagiri,Andhra Pradesh,India",Municipality
Madhubani,"Madhubani,Bihar,India",Municipality
Nabha,"Nabha,Punjab,India",Municipality
Mudhol,"Mudhol,Karnataka,India",Municipality
Jevar,"Jevar,Uttar Pradesh,India",Municipality
Mohanlal Ganj,"Mohanlal Ganj,Uttar Pradesh,India",Municipality
Bijapur,"Bijapur,Chhattisgarh,India",Municipality
Kumher,"Kumher,Rajasthan,India",Municipality
Patti,"Patti,Uttarakhand,India",Municipality
Abhanpur,"Abhanpur,Raipur Division,Chhattisgarh,India",Municipality
Boath,"Boath,Telangana,India",Municipality
Maler Kotla,"Maler Kotla,Punjab,India",Municipality
Gandlapenta,"Gandlapenta,Andhra Pradesh,India",Municipality
Jainad,"Jainad,Telangana,India",Municipality
Nawadih,"Nawadih,Jharkhand,India",Municipality
Margomunda,"Margomunda,Jharkhand,India",Municipality
Ghanpur(Station),"Ghanpur(Station),Telangana,India",Municipality
Hadgaon,"Hadgaon,Maharashtra,India",Municipality
Yedpalle,"Yedpalle,Telangana,India",Municipality
Korutla,"Korutla,Telangana,India",Municipality
Ramsanehighat,"Ramsanehighat,Uttar Pradesh,India",Municipality
Rairangpur,"Rairangpur,Odisha,India",Municipality
Tala,"Tala,Maharashtra,India",Municipality
Gurur,"Gurur,Chhattisgarh,India",Municipality
Kambadur,"Kambadur,Andhra Pradesh,India",Municipality
Mau,"Mau,Chitrakoot Division,Uttar Pradesh,India",Municipality
Kondapuram,"Kondapuram,Andhra Pradesh,India",Municipality
Garividi,"Garividi,Andhra Pradesh,India",Municipality
Ramabhadrapuram,"Ramabhadrapuram,Andhra Pradesh,India",Municipality
Ikauna,"Ikauna,Uttar Pradesh,India",Municipality
Turkapalli,"Turkapalli,Telangana,India",Municipality
Garla,"Garla,Telangana,India",Municipality
Raghunathpalli,"Raghunathpalli,Telangana,India",Municipality
Uyyalavada,"Uyyalavada,Andhra Pradesh,India",Municipality
Ranasthal,"Ranasthal,Andhra Pradesh,India",Municipality
Udaipurwati,"Udaipurwati,Rajasthan,India",Municipality
Koraput,"Koraput,Odisha,India",Municipality
Mainpuri,"Mainpuri,Uttar Pradesh,India",Municipality
Amarpur,"Amarpur,Tripura,India",Municipality
Chamkor Sahib,"Chamkor Sahib,Punjab,India",Municipality
Mopidevi,"Mopidevi,Andhra Pradesh,India",Municipality
Tirtol,"Tirtol,Odisha,India",Municipality
Bidhannagar,"Bidhannagar,West Bengal,India",Municipality
Namhol,"Namhol,Himachal Pradesh,India",Municipality
Bhusawar,"Bhusawar,Rajasthan,India",Municipality
Bayana,"Bayana,Rajasthan,India",Municipality
Valparai,"Valparai,Tamil Nadu,India",Municipality
Tamei,"Tamei,Manipur,India",Municipality
Manubolu,"Manubolu,Andhra Pradesh,India",Municipality
Lathi,"Lathi,Gujarat,India",Municipality
Lingala,"Lingala,Andhra Pradesh,India",Municipality
Kannauj,"Kannauj,Uttar Pradesh,India",Municipality
Basibpathana,"Basibpathana,Punjab,India",Municipality
Gangarampur,"Gangarampur,West Bengal,India",Municipality
Auraiya,"Auraiya,Uttar Pradesh,India",Municipality
Subarnapur,"Subarnapur,Odisha,India",Municipality
Kheralu,"Kheralu,Gujarat,India",Municipality
Bikramganj,"Bikramganj,Bihar,India",Municipality
Mirzapur,"Mirzapur,Uttar Pradesh,India",Municipality
Madhepura,"Madhepura,Bihar,India",Municipality
Vemulapalli,"Vemulapalli,Telangana,India",Municipality
Usmanabad,"Usmanabad,Maharashtra,India",Municipality
Dispur Circle,"Dispur Circle,Assam,India",Municipality
Bhimunipatnam,"Bhimunipatnam,Andhra Pradesh,India",Municipality
Banganapalle,"Banganapalle,Andhra Pradesh,India",Municipality
Sirauli Gauspur,"Sirauli Gauspur,Uttar Pradesh,India",Municipality
Uthamapalayam,"Uthamapalayam,Tamil Nadu,India",Municipality
Tripurantakam,"Tripurantakam,Andhra Pradesh,India",Municipality
Maddur,"Maddur,Karnataka,India",Municipality
Iglas,"Iglas,Uttar Pradesh,India",Municipality
Mulakalapalli,"Mulakalapalli,Telangana,India",Municipality
Sambepalle,"Sambepalle,Andhra Pradesh,India",Municipality
Vakadu,"Vakadu,Andhra Pradesh,India",Municipality
Umargam,"Umargam,Gujarat,India",Municipality
Jagatsinghpur,"Jagatsinghpur,Odisha,India",Municipality
Zirapur,"Zirapur,Madhya Pradesh,India",Municipality
Pehowa,"Pehowa,Haryana,India",Municipality
Pitlam,"Pitlam,Telangana,India",Municipality
Mandrail,"Mandrail,Rajasthan,India",Municipality
Siwan,"Siwan,Bihar,India",Municipality
T Sundupalle,"T Sundupalle,Andhra Pradesh,India",Municipality
Maliya,"Maliya,Gujarat,India",Municipality
Lanka Circle,"Lanka Circle,Assam,India",Municipality
Somala,"Somala,Andhra Pradesh,India",Municipality
Barnagar,"Barnagar,Madhya Pradesh,India",Municipality
Sibsagar Circle,"Sibsagar Circle,Assam,India",Municipality
Mayur Vihar,"Mayur Vihar,Delhi,India",Municipality
Khandela,"Khandela,Rajasthan,India",Municipality
Washi,"Washi,Maharashtra,India",Municipality
Vijayawada Rural,"Vijayawada Rural,Andhra Pradesh,India",Municipality
Naigaon,"Naigaon,Maharashtra,India",Municipality
Aliganj,"Aliganj,Uttar Pradesh,India",Municipality
Kamareddy,"Kamareddy,Telangana,India",Municipality
Barharwa,"Barharwa,Jharkhand,India",Municipality
Dalgaon,"Dalgaon,Assam,India",Municipality
Becharaji,"Becharaji,Gujarat,India",Municipality
Veligandla,"Veligandla,Andhra Pradesh,India",Municipality
Khandala,"Khandala,Maharashtra,India",Municipality
Thandrampet,"Thandrampet,Tamil Nadu,India",Municipality
Shahabad,"Shahabad,Haryana,India",Municipality
Phaltan,"Phaltan,Maharashtra,India",Municipality
Gowribidanur,"Gowribidanur,Karnataka,India",Municipality
Mayabunder,"Mayabunder,Andaman and Nicobar Islands,India",Municipality
Bhagwanpura,"Bhagwanpura,Madhya Pradesh,India",Municipality
Shahbad,"Shahbad,Rajasthan,India",Municipality
Pangal,"Pangal,Telangana,India",Municipality
Aswapuram,"Aswapuram,Telangana,India",Municipality
Bhowraguri Circle,"Bhowraguri Circle,Assam,India",Municipality
Parvatipuram,"Parvatipuram,Andhra Pradesh,India",Municipality
Virpur,"Virpur,Gujarat,India",Municipality
Nasirabad,"Nasirabad,Rajasthan,India",Municipality
Khambhaliya,"Khambhaliya,Gujarat,India",Municipality
Maganur,"Maganur,Telangana,India",Municipality
Dharmapuri,"Dharmapuri,Tamil Nadu,India",Municipality
Madhogarh,"Madhogarh,Uttar Pradesh,India",Municipality
Kattangur,"Kattangur,Telangana,India",Municipality
Lad Bharol,"Lad Bharol,Himachal Pradesh,India",Municipality
Jaito,"Jaito,Punjab,India",Municipality
Rajanagaram,"Rajanagaram,Andhra Pradesh,India",Municipality
Kaviti,"Kaviti,Andhra Pradesh,India",Municipality
Peddamandadi,"Peddamandadi,Telangana,India",Municipality
Tiruppattur,"Tiruppattur,Tamil Nadu,India",Municipality
Visnagar,"Visnagar,Gujarat,India",Municipality
Sikrai,"Sikrai,Rajasthan,India",Municipality
Hamirpur,"Hamirpur,Uttar Pradesh,India",Municipality
Shaligouraram,"Shaligouraram,Telangana,India",Municipality
Chautuppal,"Chautuppal,Telangana,India",Municipality
Jakhnidhar,"Jakhnidhar,Uttarakhand,India",Municipality
Ukhrul Central,"Ukhrul Central,Manipur,India",Municipality
Gohad,"Gohad,Madhya Pradesh,India",Municipality
Jambughoda,"Jambughoda,Gujarat,India",Municipality
Mohol,"Mohol,Maharashtra,India",Municipality
Gurugram,"Gurugram,Haryana,India",Municipality
Ponda,"Ponda,Goa,India",Municipality
Kej,"Kej,Maharashtra,India",Municipality
Qutubullapur,"Qutubullapur,Telangana,India",Municipality
Bolagarh,"Bolagarh,Odisha,India",Municipality
Patan,"Patan,Chhattisgarh,India",Municipality
Palakodu,"Palakodu,Tamil Nadu,India",Municipality
Tadvai,"Tadvai,Telangana,India",Municipality
Fatehpur,"Fatehpur,Jharkhand,India",Municipality
